"a";"Art";"एक"
"sepulchre";"N";"कब्र का"
"sequel";"N";"शेष"
"sequel";"N";"उत्तरकथा"
"sequence";"N";"अनुक्रम"
"sequentially";"Adv";"क्रमिक रूप से"
"sequester";"V";"जब्त करना"
"sequestrate";"V";"जब्त करना"
"sequestration";"N";"जब्ती"
"seraph";"N";"सेराफीम"
"seraphic";"Adj";"सेराफीम तुल्य"
"seraphic";"Adj";"दिव्य"
"serenade";"N";"प्रेमसंगीत"
"Serendipity";"N";"आविष्करण प्रवृत्ति"
"serene";"Adj";"प्रशान्त"
"serenity";"N";"प्रशान्ति"
"serf";"N";"कृषिदास"
"serf";"N";"दास"
"serfdom";"N";"कृषिदासता"
"serfdom";"N";"दासता"
"serge";"N";"सर्ज"
"serge";"N";"सरज"
"sergeant";"N";"सार्जेंट"
"serial";"Adj";"क्रम"
"serial";"Adj";"धारावाहिक"
"serialize";"V";"धारावाहिक निकालना"
"serially";"Adv";"क्रमश"
"series";"N";"श्रृंखला"
"Serif";"N";"सेरिफ़"
"serious";"Adj";"गंभीर"
"seriously";"Adv";"गंभीर रुप से"
"seriousness";"N";"गंभीरता"
"sermon";"N";"धर्मोपदेश"
"sermonize";"V";"प्रवचन या उपदेश देना"
"serpent";"N";"साप"
"serpentine";"Adj";"सर्पिल"
"serrated";"Adj";"दन्तुर"
"serrated";"Adj";"दंदानेदार"
"serried";"Adj";"कधे से कधा मिलाकर"
"Serum";"N";"सीरम"
"Serum";"N";"रक्त का जलीय अंश"
"servant";"N";"नौकर"
"servant";"N";"सेवक"
"serve";"V";"सेवा करना"
"serve";"V";"परोसना"
"serve";"V";"पूरा करना"
"serve";"V";"के लिए पर्याप्त होना"
"serve";"V";"के सात व्यवहार करना"
"serve";"V";"तामील करना"
"serve";"V";"गेंद चलाना"
"serve";"V";"फादना"
"serve";"V";"लाघना"
"serve";"V";"बाहना"
"service";"N";"सेवा"
"service";"N";"विभाग"
"service";"N";"सहायता"
"service";"N";"व्यवस्था"
"service";"N";"उपासना"
"service";"N";"अनुष्टान"
"service";"N";"सफआई-धुलाई"
"service";"N";"सेट"
"service";"N";"बरतन"
"service";"N";"तामील"
"service";"N";"सर्विसटेनिस में"
"service";"V";"सफआई-धुलाई करना"
"service";"V";"की आपूर्ति करना"
"serviceable";"Adj";"उपयोगी"
"service area";"N";"सर्विसक्षेत्र"
"service Charge";"N";"सेवा शुल्क"
"serviceman";"N";"सैनिक"
"serviceman";"N";"मिस्त्री"
"serviette";"N";"नैपकिन"
"servile";"Adj";"जीहुजऊरिया"
"servility";"N";"जीहुजऊरियापन"
"servitude";"N";"गउलामी"
"servo";"N";"सहायक"
"sesame";"N";"तिल"
"session";"N";"बैठक"
"set";"N";"सेट"
"set";"N";"दृश्यबन्ध"
"set";"N";"समूह"
"set";"N";"समुच्चय"
"set";"V";"रख देना"
"set";"V";"लिपिबद्ध करना"
"set";"V";"ठीक करना"
"set";"V";"जडना"
"set";"V";"निश्चित करना"
"set";"V";"प्रवर्तित करना"
"set";"V";"दृढ हो जाना"
"set";"V";"कठोर हो जाना"
"set";"V";"बैठाना"
"set";"V";"कम्पोज करना"
"set";"V";"अस्त हो जाना"
"set";"Adj";"निश्चित"
"set";"Adj";"दृढ"
"set";"Adj";"कृत्रिम"
"set";"Adj";"तैयार"
"set";"Adj";"निर्धारित"
"set square";"N";"त्रिभुजी"
"Settee";"N";"सोफआ"
"setter";"N";"शिकारी कुत्ता"
"setter";"N";"बनाने वाला"
"setting";"N";"वातावरण"
"setting";"N";"विन्यास"
"setting";"N";"जमाई"
"setting";"N";"संगीत"
"settle";"V";"बसना"
"settle";"V";"समझौता कर लेना"
"settle";"V";"बैठ जाना"
"settle";"V";"निर्णय करना"
"settle";"V";"शान्त हो जाना"
"settle";"V";"चुकाना"
"settle";"V";"धीरेधीरेनीचेबैठना"
"settle";"N";"बेंच"
"settled";"Adj";"बसा हुआ"
"settled";"Adj";"शान्त"
"settlement";"N";"समझौता"
"settlement";"N";"हस्तान्तरण"
"settlement";"N";"बस्ती"
"settlement";"N";"भुगतान"
"settler";"N";"अधिवासी"
"seven";"N";"सात"
"seventh";"Adj";"सातवा"
"seventeen";"N";"सत्तरह"
"seventeen";"N";"सत्रह"
"seventeenth";"N";"सत्तरहवा"
"seventy";"N";"सत्तर"
"sever";"V";"काट देना"
"sever";"V";"तोड देना"
"severance";"N";"विच्छेद"
"several";"Det";"अनेक"
"several";"Pron";"कई"
"severally";"Adv";"अलग-अलग"
"severe";"Adj";"कठोर"
"severe";"Adj";"तीव्र"
"severe";"Adj";"कठिन"
"severe";"Adj";"अनलंकृत"
"severe";"Adj";""सादा"
"severely";"Adv";"कठोरता से"
"severity";"N";"कठोरता"
"sew";"V";"सीना"
"sew";"V";"सिलाई करना"
"sewing";"N";"सिलाई"
"sewage";"N";"गन्दा पानी"
"sewage";"N";"मल जल"
"sewer";"N";"मोरी"
"sewer";"N";"मलप्रणाली"
"sex";"N";"लिंग"
"sex";"N";"काम-भावना"
"sextant";"N";"षष्ठक"
"sextet";"N";"षट्क"
"sexton";"N";"गिरजआदार"
"sgt";"Ab";"सारजेंट"
"shabby";"Adj";"जीर्ण-शीर्ण"
"shabby";"Adj";"अनुचित"
"shack";"N";"कुटी"
"shack";"N";"झोपडई"
"shackle";"N";"हथकडई"
"shackle";"V";"हथकडई डआलना"
"shackle";"V";"रोकना"
"shade";"N";"छाया"
"shade";"N";"रंग"
"shade";"N";"सूक्ष्म अंतर"
"shade";"N";"थोडआ सा"
"shades";"N";"छायाकरण"
"shade";"V";"आच्छादित करना"
"shade";"V";"ढकना"
"shade";"V";"छायित करना"
"shade";"V";"गहराना"
"shade";"V";"धीरे-धीरे बदल जाना"
"shadow";"N";"परछाई"
"shadow";"N";"छाया"
"shadow";"N";"छायाभास"
"shadow";"V";"छायाडालना"
"shadow";"V";"पीछे लगना"
"shadow";"Adj";"छायावत्"
"shadowy";"Adj";"छायादार"
"shadowy";"Adj";"अस्पष्ट"
"shady";"Adj";"छायादार"
"shady";"Adj";"छायामय"
"shady";"Adj";"कुत्सित"
"shady";"Adj";"नीच"
"shaft";"N";"बाण"
"shaft";"N";"बरछा"
"shaft";"N";"डण्डा"
"shaft";"N";"किरणपुंज"
"shaft";"V";"बुरा व्यवहार करना"
"shag";"N";"काटा हुआ तम्बाकू"
"shagged";"Adj";"थका हुआ"
"shaggy";"Adj";"खुरदार"
"shah";"N";"शाह "
"shah";"N";"बादशाह"
"shake";"V";"हिलाना"
"shake";"V";"कापना"
"shake";"V";"घबरा देना"
"shake";"V";"दुर्बल कर देना"
"shake";"N";"हिलाना"
"shake";"N";"स्पन्दन"
"shake";"N";"क्षण"
"shaker";"N";"हल्लित्र"
"shake down";"V";"बिछौना"
"shaky";"Adj";"कम्पायमान"
"shaky";"Adj";"अस्थिर"
"shale";"N";"स्टेली पत्थर"
"shallot";"N";"छोटा प्याज"
"shallowly";"Adv";"उथलापन सेसास लेना"
"shallow";"Adj";"छिछला"
"shallows";"N";"छिछला स्थान"
"sham";"V";"का अभिनय करना"
"sham";"N";"कपटी"
"sham";"N";"कपट"
"sham";"N";"धोखा"
"shamble";"V";"पैर घसीटकर चलना"
"shambles";"N";"गडबड-घोटाला"
"shambolic";"Adj";"अव्यवस्थित"
"shame";"N";"लज्जा"
"shame";"N";"शर्मिन्दगी"
"shame";"N";"बदनामी"
"shamefaced";"Adj";"लज्जाशील"
"shammy";"N";"साभर-चर्म"
"Shampoo";"N";"केश मार्जन"
"shamrock";"N";"तिपतिया"
"shandy";"N";"शराब जिस में नीबू या अदरक मिला हो"
"shank";"N";"पिण्डली"
"Shanghai";"V";"शंघाई"
"shanty";"N";"झोंपडी"
"shape";"N";"आकार"
"shape";"N";"छाया"
"shape";"N";"स्थिति"
"shape";"V";"आकारलेना"
"shapely";"Adj";"सुन्दर"
"shard";"N";"टुकडआ"
"share";"V";"साझाकरना"
"share";"N";"हिस्सा"
"sharecropper";"N";"बटाईदार"
"shark";"N";"सोर"
"shark";"N";"धूर्त"
"shaman";"N";"धर्माधिकारीजो भगवान के ध्यान से रुग्णों को ठिक कर दे"
"sharply";"Adv";"तीक्ष्णता से"
"sharpness";"N";"तीक्ष्णता"
"sharp eyed";"Adj";"तीक्ष्णदृष्टिवाला"
"sharp Shooter";"N";"पक्का निशानबाज"
"shatter";"V";"टुकडए टुकडए कर देना या हो जाना"
"shatter";"V";"नष्ट करना या हो जाना"
"shatter";"V";"छिन्न भिन्न करना या हो जाना"
"Shattering";"Adj";"हिलाने वाला"
"shatterProof";"Adj";"छितर रोक"
"shave";"V";"मूडना"
"shave";"V";"छीलना"
"shave";"N";"मुडन"
"shaven";"Adj";"मुडा हुआ"
"shaver";"N";"उस्तारा"
"shaver";"N";"क्षुरक"
"shavings";"N";"कतरन"
"shavings";"N";"छीलन"
"shaving brush";"N";"हजआमत बनाने की कूची"
"shaving cream";"N";"शेविंगक्रीम"
"she";"Pron";"वहस्त्री."
"shears";"N";"कैंची"
"sheath";"N";"म्यान"
"sheath";"N";"आच्छद"
"sheath";"N";"आवरण"
"sheathe";"V";"म्यान में रखना"
"sheathe";"V";"आच्छादित करना"
"shawl";"N";"शाल"
"she";"N";"स्त्री"
"sheaf";"N";"गट्ठा"
"sheaf";"N";"पुलिंदा"
"shear";"N";"खाल उतारना"
"shear";"N";"कतरना"
"shear";"N";"टूट जाना"
"sheaves";"N";"गट्ठा"
"sheaves";"N";"पुलिंदा"
"Shebeen";"N";"अवैध शराब"
"shed";"N";"सायबान"
"sheaves";"N";"झाडना"
"sheaves";"N";"बहाना"
"sheaves";"N";"छोड देना"
"sheaves";"N";"फैलाना"
"sheen";"N";"चमक"
"sheep";"N";"भेड"
"sheep-dip";"N";"भेड ओं के बालों के कीडए मारने वाली दवा"
"sheep dog";"N";"कुत्ताभेडो की देखभाल के लिये"
"sheepfold";"N";"भेडशाला"
"sheepish";"Adj";"मुह-चोर"
"sheer";"Adj";"पूर्णतया"
"sheer";"Adj";"पारदर्शक"
"sheer";"Adj";"खडआ"
"sheer";"Adv";"एकदम"
"sheer away";"V";"बहक जाना"
"sheet";"N";"चादर"
"sheet";"N";"चद्दर"
